 7  Pix  0  0
 8  Pix  0  1
10  Pix  0  2
 7  Pix  0  3
10  Pix  0  4
 6  Pix  0  5
 4  Pix  0  6
 7  Pix  0  7
10  Pix  0  8
 6  Pix  0  9
 7  Pix  0 10
 6  Pix  0 11
10  Pix  0 12
 7  Pix  0 13
10  Pix  0 14
10  Pix  0 15
10  Pix  0 16
 7  Pix  0 17
 8  Pix  0 18
10  Pix  0 19
 7  Pix  0 20
10  Pix  0 21
 8  Pix  0 22
 9  Pix  0 23
10  Pix  0 24
10  Pix  0 25
10  Pix  0 26
 8  Pix  0 27
 8  Pix  0 28
10  Pix  0 29
10  Pix  0 30
 6  Pix  0 31
 8  Pix  0 32
 8  Pix  0 33
 8  Pix  0 34
 6  Pix  0 35
10  Pix  0 36
 6  Pix  0 37
 4  Pix  0 38
 9  Pix  0 39
 8  Pix  0 40
 8  Pix  0 41
 7  Pix  0 42
10  Pix  0 43
 3  Pix  0 44
 8  Pix  0 45
 7  Pix  0 46
 6  Pix  0 47
 8  Pix  0 48
 8  Pix  0 49
 7  Pix  0 50
10  Pix  0 51
10  Pix  0 52
 8  Pix  0 53
 8  Pix  0 54
 9  Pix  0 55
 7  Pix  0 56
 6  Pix  0 57
10  Pix  0 58
10  Pix  0 59
 6  Pix  0 60
 9  Pix  0 61
 7  Pix  0 62
10  Pix  0 63
 6  Pix  0 64
10  Pix  0 65
 9  Pix  0 66
10  Pix  0 67
 7  Pix  0 68
 6  Pix  0 69
 8  Pix  0 70
10  Pix  0 71
 8  Pix  0 72
 8  Pix  0 73
 7  Pix  0 74
 4  Pix  0 75
 7  Pix  0 76
 8  Pix  0 77
 8  Pix  0 78
 6  Pix  0 79
 6  Pix  1  0
 6  Pix  1  1
 8  Pix  1  2
 6  Pix  1  3
 7  Pix  1  4
10  Pix  1  5
 8  Pix  1  6
10  Pix  1  7
 6  Pix  1  8
 7  Pix  1  9
10  Pix  1 10
10  Pix  1 11
10  Pix  1 12
 7  Pix  1 13
10  Pix  1 14
 7  Pix  1 15
 8  Pix  1 16
10  Pix  1 17
10  Pix  1 18
10  Pix  1 19
10  Pix  1 20
 7  Pix  1 21
10  Pix  1 22
 6  Pix  1 23
 7  Pix  1 24
10  Pix  1 25
 8  Pix  1 26
 8  Pix  1 27
 9  Pix  1 28
10  Pix  1 29
10  Pix  1 30
 8  Pix  1 31
 6  Pix  1 32
10  Pix  1 33
10  Pix  1 34
14  Pix  1 35
10  Pix  1 36
10  Pix  1 37
 7  Pix  1 38
 8  Pix  1 39
10  Pix  1 40
10  Pix  1 41
 8  Pix  1 42
10  Pix  1 43
10  Pix  1 44
10  Pix  1 45
 7  Pix  1 46
10  Pix  1 47
10  Pix  1 48
 7  Pix  1 49
10  Pix  1 50
10  Pix  1 51
10  Pix  1 52
10  Pix  1 53
10  Pix  1 54
10  Pix  1 55
10  Pix  1 56
10  Pix  1 57
10  Pix  1 58
 7  Pix  1 59
 8  Pix  1 60
10  Pix  1 61
 7  Pix  1 62
10  Pix  1 63
10  Pix  1 64
10  Pix  1 65
10  Pix  1 66
10  Pix  1 67
 8  Pix  1 68
10  Pix  1 69
10  Pix  1 70
 7  Pix  1 71
10  Pix  1 72
15  Pix  1 73
 6  Pix  1 74
 6  Pix  1 75
 8  Pix  1 76
 9  Pix  1 77
 7  Pix  1 78
10  Pix  1 79
 8  Pix  2  0
 6  Pix  2  1
10  Pix  2  2
 6  Pix  2  3
10  Pix  2  4
 9  Pix  2  5
 7  Pix  2  6
 6  Pix  2  7
 8  Pix  2  8
 7  Pix  2  9
 7  Pix  2 10
10  Pix  2 11
 7  Pix  2 12
 8  Pix  2 13
 8  Pix  2 14
 8  Pix  2 15
 7  Pix  2 16
10  Pix  2 17
10  Pix  2 18
 8  Pix  2 19
 8  Pix  2 20
 6  Pix  2 21
10  Pix  2 22
 6  Pix  2 23
 8  Pix  2 24
10  Pix  2 25
10  Pix  2 26
10  Pix  2 27
 8  Pix  2 28
 7  Pix  2 29
10  Pix  2 30
 7  Pix  2 31
10  Pix  2 32
10  Pix  2 33
 8  Pix  2 34
 8  Pix  2 35
10  Pix  2 36
10  Pix  2 37
10  Pix  2 38
 7  Pix  2 39
 8  Pix  2 40
10  Pix  2 41
10  Pix  2 42
10  Pix  2 43
10  Pix  2 44
 4  Pix  2 45
10  Pix  2 46
 8  Pix  2 47
10  Pix  2 48
 7  Pix  2 49
10  Pix  2 50
 6  Pix  2 51
10  Pix  2 52
10  Pix  2 53
 8  Pix  2 54
10  Pix  2 55
 7  Pix  2 56
 8  Pix  2 57
 8  Pix  2 58
10  Pix  2 59
 7  Pix  2 60
 8  Pix  2 61
