 5  Pix  0  0
 5  Pix  0  1
 3  Pix  0  2
 3  Pix  0  3
 3  Pix  0  4
 4  Pix  0  5
 7  Pix  0  6
 2  Pix  0  7
 6  Pix  0  8
 5  Pix  0  9
 4  Pix  0 10
 4  Pix  0 11
 7  Pix  0 12
 4  Pix  0 13
 5  Pix  0 14
 5  Pix  0 15
 2  Pix  0 16
 4  Pix  0 17
 5  Pix  0 18
 7  Pix  0 19
 3  Pix  0 20
 5  Pix  0 21
 3  Pix  0 22
 4  Pix  0 23
 4  Pix  0 24
 7  Pix  0 25
 3  Pix  0 26
 3  Pix  0 27
 5  Pix  0 28
 6  Pix  0 29
 7  Pix  0 30
 4  Pix  0 31
 3  Pix  0 32
 7  Pix  0 33
 7  Pix  0 34
 3  Pix  0 35
 6  Pix  0 36
 7  Pix  0 37
 3  Pix  0 38
 5  Pix  0 39
 5  Pix  0 40
 4  Pix  0 41
 5  Pix  0 42
 7  Pix  0 43
 3  Pix  0 44
 5  Pix  0 45
 3  Pix  0 46
 4  Pix  0 47
 3  Pix  0 48
 3  Pix  0 49
 5  Pix  0 50
 3  Pix  0 51
 7  Pix  0 52
 3  Pix  0 53
 3  Pix  0 54
 4  Pix  0 55
 4  Pix  0 56
 0  Pix  0 57
 5  Pix  0 58
 3  Pix  0 59
 7  Pix  0 60
 7  Pix  0 61
 3  Pix  0 62
 5  Pix  0 63
 4  Pix  0 64
 3  Pix  0 65
 2  Pix  0 66
 2  Pix  0 67
 4  Pix  0 68
 4  Pix  0 69
 3  Pix  0 70
 3  Pix  0 71
 4  Pix  0 72
 3  Pix  0 73
 5  Pix  0 74
 5  Pix  0 75
 7  Pix  0 76
 3  Pix  0 77
 7  Pix  0 78
 7  Pix  0 79
 0  Pix  1  0
 7  Pix  1  1
 7  Pix  1  2
 3  Pix  1  3
 7  Pix  1  4
 7  Pix  1  5
 7  Pix  1  6
 7  Pix  1  7
 4  Pix  1  8
 3  Pix  1  9
 7  Pix  1 10
 5  Pix  1 11
 7  Pix  1 12
 7  Pix  1 13
 6  Pix  1 14
 7  Pix  1 15
 7  Pix  1 16
 5  Pix  1 17
 5  Pix  1 18
 5  Pix  1 19
 7  Pix  1 20
 5  Pix  1 21
 7  Pix  1 22
 3  Pix  1 23
 7  Pix  1 24
 7  Pix  1 25
 5  Pix  1 26
 7  Pix  1 27
 7  Pix  1 28
 7  Pix  1 29
 7  Pix  1 30
 5  Pix  1 31
 7  Pix  1 32
 3  Pix  1 33
 9  Pix  1 34
 3  Pix  1 35
 5  Pix  1 36
 7  Pix  1 37
 5  Pix  1 38
 3  Pix  1 39
 5  Pix  1 40
 7  Pix  1 41
 7  Pix  1 42
 4  Pix  1 43
 7  Pix  1 44
 3  Pix  1 45
 5  Pix  1 46
 5  Pix  1 47
 8  Pix  1 48
 7  Pix  1 49
 7  Pix  1 50
 5  Pix  1 51
 5  Pix  1 52
 1  Pix  1 53
 3  Pix  1 54
 7  Pix  1 55
 5  Pix  1 56
 4  Pix  1 57
 7  Pix  1 58
 5  Pix  1 59
 4  Pix  1 60
 5  Pix  1 61
 5  Pix  1 62
 3  Pix  1 63
 3  Pix  1 64
 7  Pix  1 65
 5  Pix  1 66
 7  Pix  1 67
 3  Pix  1 68
 8  Pix  1 69
 5  Pix  1 70
 5  Pix  1 71
 4  Pix  1 72
 5  Pix  1 73
 6  Pix  1 74
 5  Pix  1 75
 3  Pix  1 76
 8  Pix  1 77
 5  Pix  1 78
 5  Pix  1 79
 5  Pix  2  0
 3  Pix  2  1
 3  Pix  2  2
 3  Pix  2  3
 3  Pix  2  4
 8  Pix  2  5
 5  Pix  2  6
 3  Pix  2  7
 4  Pix  2  8
 4  Pix  2  9
 5  Pix  2 10
 7  Pix  2 11
 6  Pix  2 12
 3  Pix  2 13
 5  Pix  2 14
 3  Pix  2 15
 7  Pix  2 16
 5  Pix  2 17
 5  Pix  2 18
 7  Pix  2 19
 3  Pix  2 20
 5  Pix  2 21
 5  Pix  2 22
 2  Pix  2 23
 4  Pix  2 24
 5  Pix  2 25
 7  Pix  2 26
 3  Pix  2 27
 4  Pix  2 28
 5  Pix  2 29
 5  Pix  2 30
 7  Pix  2 31
 7  Pix  2 32
 5  Pix  2 33
 3  Pix  2 34
 4  Pix  2 35
 3  Pix  2 36
 5  Pix  2 37
 1  Pix  2 38
 5  Pix  2 39
 5  Pix  2 40
 7  Pix  2 41
 8  Pix  2 42
 5  Pix  2 43
 7  Pix  2 44
 7  Pix  2 45
 5  Pix  2 46
 7  Pix  2 47
 3  Pix  2 48
 5  Pix  2 49
 8  Pix  2 50
 3  Pix  2 51
 9  Pix  2 52
 5  Pix  2 53
 7  Pix  2 54
 3  Pix  2 55
 7  Pix  2 56
 5  Pix  2 57
 5  Pix  2 58
 8  Pix  2 59
 1  Pix  2 60
 3  Pix  2 61
 7  Pix  2 62
 3  Pix  2 63
 5  Pix  2 64
 7  Pix  2 65
 9  Pix  2 66
 5  Pix  2 67
 4  Pix  2 68
 3  Pix  2 69
 3  Pix  2 70
 5  Pix  2 71
 3  Pix  2 72
 7  Pix  2 73
 4  Pix  2 74
 1  Pix  2 75
 7  Pix  2 76
 1  Pix  2 77
 5  Pix  2 78
 3  Pix  2 79
 7  Pix  3  0
 5  Pix  3  1
 5  Pix  3  2
 6  Pix  3  3
 7  Pix  3  4
 7  Pix  3  5
 5  Pix  3  6
 3  Pix  3  7
 4  Pix  3  8
 5  Pix  3  9
 5  Pix  3 10
 3  Pix  3 11
 1  Pix  3 12
 4  Pix  3 13
 5  Pix  3 14
 5  Pix  3 15
 3  Pix  3 16
 7  Pix  3 17
 7  Pix  3 18
 4  Pix  3 19
 7  Pix  3 20
 8  Pix  3 21
 5  Pix  3 22
 3  Pix  3 23
 7  Pix  3 24
 3  Pix  3 25
 7  Pix  3 26
 5  Pix  3 27
 7  Pix  3 28
 7  Pix  3 29
 3  Pix  3 30
 7  Pix  3 31
 7  Pix  3 32
10  Pix  3 33
 7  Pix  3 34
 7  Pix  3 35
 7  Pix  3 36
 7  Pix  3 37
 7  Pix  3 38
 4  Pix  3 39
 5  Pix  3 40
 3  Pix  3 41
 6  Pix  3 42
 7  Pix  3 43
 7  Pix  3 44
 6  Pix  3 45
 7  Pix  3 46
 1  Pix  3 47
 7  Pix  3 48
 7  Pix  3 49
 7  Pix  3 50
 7  Pix  3 51
 8  Pix  3 52
 5  Pix  3 53
 7  Pix  3 54
 8  Pix  3 55
 3  Pix  3 56
 5  Pix  3 57
 5  Pix  3 58
 8  Pix  3 59
 5  Pix  3 60
 3  Pix  3 61
 4  Pix  3 62
 5  Pix  3 63
 7  Pix  3 64
 5  Pix  3 65
 5  Pix  3 66
 7  Pix  3 67
 7  Pix  3 68
 7  Pix  3 69
 5  Pix  3 70
 8  Pix  3 71
 8  Pix  3 72
 5  Pix  3 73
 7  Pix  3 74
 7  Pix  3 75
 3  Pix  3 76
 7  Pix  3 77
 7  Pix  3 78
 5  Pix  3 79
 7  Pix  4  0
 7  Pix  4  1
 4  Pix  4  2
 3  Pix  4  3
 4  Pix  4  4
 6  Pix  4  5
 7  Pix  4  6
 5  Pix  4  7
 7  Pix  4  8
 7  Pix  4  9
 7  Pix  4 10
 8  Pix  4 11
 3  Pix  4 12
 3  Pix  4 13
 3  Pix  4 14
 3  Pix  4 15
 3  Pix  4 16
 7  Pix  4 17
 5  Pix  4 18
 4  Pix  4 19
 7  Pix  4 20
 5  Pix  4 21
 3  Pix  4 22
 4  Pix  4 23
 4  Pix  4 24
 4  Pix  4 25
 7  Pix  4 26
 0  Pix  4 27
 5  Pix  4 28
 7  Pix  4 29
 7  Pix  4 30
 5  Pix  4 31
 4  Pix  4 32
 5  Pix  4 33
 7  Pix  4 34
 3  Pix  4 35
 3  Pix  4 36
 7  Pix  4 37
 5  Pix  4 38
 4  Pix  4 39
 5  Pix  4 40
 5  Pix  4 41
 5  Pix  4 42
 7  Pix  4 43
 7  Pix  4 44
 6  Pix  4 45
 1  Pix  4 46
 5  Pix  4 47
 3  Pix  4 48
 3  Pix  4 49
 4  Pix  4 50
 8  Pix  4 51
 7  Pix  4 52
 7  Pix  4 53
 3  Pix  4 54
 5  Pix  4 55
 4  Pix  4 56
 6  Pix  4 57
 5  Pix  4 58
 6  Pix  4 59
 4  Pix  4 60
 4  Pix  4 61
 7  Pix  4 62
 5  Pix  4 63
 7  Pix  4 64
 6  Pix  4 65
 4  Pix  4 66
 4  Pix  4 67
 3  Pix  4 68
 7  Pix  4 69
 3  Pix  4 70
 4  Pix  4 71
 3  Pix  4 72
 3  Pix  4 73
 5  Pix  4 74
 5  Pix  4 75
 0  Pix  4 76
 3  Pix  4 77
 5  Pix  4 78
 5  Pix  4 79
 3  Pix  5  0
 7  Pix  5  1
 7  Pix  5  2
 5  Pix  5  3
 3  Pix  5  4
 3  Pix  5  5
 4  Pix  5  6
 6  Pix  5  7
 5  Pix  5  8
 4  Pix  5  9
 5  Pix  5 10
 5  Pix  5 11
 5  Pix  5 12
 5  Pix  5 13
 7  Pix  5 14
 3  Pix  5 15
 9  Pix  5 16
 7  Pix  5 17
 3  Pix  5 18
 5  Pix  5 19
 1  Pix  5 20
 7  Pix  5 21
 8  Pix  5 22
 4  Pix  5 23
 3  Pix  5 24
 5  Pix  5 25
 3  Pix  5 26
 7  Pix  5 27
 5  Pix  5 28
 3  Pix  5 29
 7  Pix  5 30
 4  Pix  5 31
 7  Pix  5 32
 7  Pix  5 33
 7  Pix  5 34
 7  Pix  5 35
 7  Pix  5 36
 7  Pix  5 37
 5  Pix  5 38
 4  Pix  5 39
 7  Pix  5 40
 5  Pix  5 41
 5  Pix  5 42
 6  Pix  5 43
 7  Pix  5 44
 8  Pix  5 45
 6  Pix  5 46
 5  Pix  5 47
 4  Pix  5 48
 7  Pix  5 49
 3  Pix  5 50
 3  Pix  5 51
 5  Pix  5 52
 5  Pix  5 53
 4  Pix  5 54
 5  Pix  5 55
 9  Pix  5 56
 3  Pix  5 57
 6  Pix  5 58
 5  Pix  5 59
 6  Pix  5 60
 3  Pix  5 61
 7  Pix  5 62
 7  Pix  5 63
 7  Pix  5 64
 5  Pix  5 65
 4  Pix  5 66
 3  Pix  5 67
 7  Pix  5 68
 5  Pix  5 69
 3  Pix  5 70
 7  Pix  5 71
 5  Pix  5 72
 4  Pix  5 73
 5  Pix  5 74
 5  Pix  5 75
 7  Pix  5 76
 7  Pix  5 77
 7  Pix  5 78
 3  Pix  5 79
 3  Pix  6  0
 3  Pix  6  1
 0  Pix  6  2
 1  Pix  6  3
 3  Pix  6  4
 4  Pix  6  5
 3  Pix  6  6
 5  Pix  6  7
 7  Pix  6  8
 5  Pix  6  9
 7  Pix  6 10
 7  Pix  6 11
 7  Pix  6 12
 8  Pix  6 13
 4  Pix  6 14
 3  Pix  6 15
 7  Pix  6 16
 4  Pix  6 17
 7  Pix  6 18
 4  Pix  6 19
 5  Pix  6 20
 5  Pix  6 21
 7  Pix  6 22
 5  Pix  6 23
 5  Pix  6 24
 7  Pix  6 25
 7  Pix  6 26
 3  Pix  6 27
 7  Pix  6 28
 5  Pix  6 29
 5  Pix  6 30
 7  Pix  6 31
 5  Pix  6 32
 8  Pix  6 33
 4  Pix  6 34
 7  Pix  6 35
 8  Pix  6 36
 3  Pix  6 37
 7  Pix  6 38
 7  Pix  6 39
 7  Pix  6 40
 4  Pix  6 41
 7  Pix  6 42
 3  Pix  6 43
 7  Pix  6 44
 3  Pix  6 45
 5  Pix  6 46
 5  Pix  6 47
 6  Pix  6 48
