Parameters of the vcal vs. pulse height fits
par[3]*(TMath::Erf((x[0]-par[0])/par[1])+par[2])

5.995227e+01 5.825917e+02 -2.137205e-01 3.936517e+02     Pix  0  0
1.902412e+02 4.899439e+02 5.619601e-02 2.900472e+02     Pix  0  1
1.047599e+02 5.609150e+02 -1.504636e-01 3.591696e+02     Pix  0  2
2.005321e+02 4.879688e+02 9.774393e-02 2.817675e+02     Pix  0  3
2.790301e+02 4.252616e+02 2.950365e-01 2.352947e+02     Pix  0  4
2.050801e+02 4.849416e+02 7.426076e-02 2.847834e+02     Pix  0  5
2.723950e+02 4.423626e+02 2.834812e-01 2.411893e+02     Pix  0  6
2.327874e+02 4.582580e+02 1.845324e-01 2.589433e+02     Pix  0  7
2.782481e+02 4.040541e+02 3.417268e-01 2.268955e+02     Pix  0  8
2.583460e+02 4.351727e+02 2.467334e-01 2.446831e+02     Pix  0  9
2.193317e+02 4.665151e+02 1.004160e-01 2.749733e+02     Pix  0 10
-4.566174e+01 6.389122e+02 -3.846854e-01 4.939381e+02     Pix  0 11
1.926370e+02 5.022292e+02 2.979083e-02 2.968492e+02     Pix  0 12
1.498690e+02 5.443004e+02 -6.266164e-02 3.256490e+02     Pix  0 13
-5.915223e+01 6.406490e+02 -4.048124e-01 5.124109e+02     Pix  0 14
2.321563e+02 4.679973e+02 1.468772e-01 2.668924e+02     Pix  0 15
1.196463e+02 5.367891e+02 -1.239416e-01 3.452994e+02     Pix  0 16
-1.263701e+02 6.673673e+02 -4.957404e-01 5.985669e+02     Pix  0 17
1.504797e+02 5.201500e+02 -5.565662e-02 3.243568e+02     Pix  0 18
2.745603e+02 4.436603e+02 2.279703e-01 2.462754e+02     Pix  0 19
2.016087e+02 4.896010e+02 4.897986e-02 2.867924e+02     Pix  0 20
5.695657e+01 5.857771e+02 -2.284424e-01 3.985085e+02     Pix  0 21
-1.202929e+01 6.426351e+02 -3.489627e-01 4.678477e+02     Pix  0 22
-2.492730e+01 6.284862e+02 -3.637106e-01 4.766802e+02     Pix  0 23
2.656436e+02 4.356402e+02 2.601762e-01 2.434670e+02     Pix  0 24
2.230309e+02 4.652147e+02 1.333596e-01 2.683425e+02     Pix  0 25
1.276709e+02 5.117375e+02 -8.036244e-02 3.322599e+02     Pix  0 26
-1.253943e+02 6.760081e+02 -4.813578e-01 5.907796e+02     Pix  0 27
-8.815892e+01 6.710446e+02 -4.395289e-01 5.414596e+02     Pix  0 28
1.406059e+02 5.231480e+02 -9.190915e-02 3.323033e+02     Pix  0 29
-1.806216e+01 6.331957e+02 -3.570324e-01 4.750430e+02     Pix  0 30
-1.553679e+02 6.805475e+02 -5.101351e-01 6.255915e+02     Pix  0 31
5.353454e+01 5.777865e+02 -2.707364e-01 4.090193e+02     Pix  0 32
-1.347654e+02 6.745784e+02 -4.991177e-01 6.082669e+02     Pix  0 33
-1.019520e+02 6.844661e+02 -4.471051e-01 5.496736e+02     Pix  0 34
-3.245654e+01 6.265400e+02 -3.823605e-01 4.878294e+02     Pix  0 35
6.385290e+01 5.755819e+02 -2.234702e-01 3.954542e+02     Pix  0 36
1.190491e+02 5.650789e+02 -1.409934e-01 3.541185e+02     Pix  0 37
1.420968e+02 5.295660e+02 -8.868683e-02 3.306282e+02     Pix  0 38
1.468121e+02 5.338745e+02 -7.173188e-02 3.289867e+02     Pix  0 39
2.680141e+02 4.294758e+02 2.638415e-01 2.378886e+02     Pix  0 40
-1.290885e+02 6.704202e+02 -4.957314e-01 5.969955e+02     Pix  0 41
1.476327e+02 5.318819e+02 -6.081130e-02 3.244756e+02     Pix  0 42
2.587227e+02 4.593392e+02 1.732946e-01 2.561709e+02     Pix  0 43
7.125714e+01 5.734277e+02 -2.349771e-01 3.942295e+02     Pix  0 44
1.501064e+02 5.153316e+02 -5.208605e-02 3.203401e+02     Pix  0 45
1.359725e+02 5.075536e+02 -1.367056e-01 3.391852e+02     Pix  0 46
1.328229e+02 5.335152e+02 -1.026583e-01 3.338487e+02     Pix  0 47
-1.409325e+02 6.836042e+02 -5.010388e-01 6.092256e+02     Pix  0 48
1.452905e+02 5.270356e+02 -7.406815e-02 3.266907e+02     Pix  0 49
2.286630e+02 4.878131e+02 1.107443e-01 2.708877e+02     Pix  0 50
1.996974e+02 5.039753e+02 4.726939e-02 2.882930e+02     Pix  0 51
1.639286e+02 5.311215e+02 -5.491740e-02 3.173951e+02     Pix  0 52
1.911595e+02 5.080486e+02 1.456674e-02 2.954669e+02     Pix  0 53
-9.774204e+01 6.716692e+02 -4.512207e-01 5.545373e+02     Pix  0 54
2.170440e+02 4.744082e+02 9.810966e-02 2.742265e+02     Pix  0 55
1.969734e+01 6.246526e+02 -2.983627e-01 4.282086e+02     Pix  0 56
9.541624e+01 5.830227e+02 -1.878053e-01 3.737987e+02     Pix  0 57
-8.630921e+01 6.671384e+02 -4.392619e-01 5.402430e+02     Pix  0 58
2.876385e+02 4.198894e+02 2.553966e-01 2.359105e+02     Pix  0 59
8.757997e+01 5.798873e+02 -1.898943e-01 3.763674e+02     Pix  0 60
2.749733e+01 6.160720e+02 -2.969276e-01 4.296750e+02     Pix  0 61
1.564743e+00 6.249179e+02 -3.244038e-01 4.482615e+02     Pix  0 62
2.360891e+02 4.806366e+02 1.014954e-01 2.733642e+02     Pix  0 63
-6.795848e+01 6.570807e+02 -4.167744e-01 5.187952e+02     Pix  0 64
1.889649e+02 5.200539e+02 -1.840530e-02 3.034151e+02     Pix  0 65
-1.894687e+01 6.452254e+02 -3.408657e-01 4.680845e+02     Pix  0 66
1.459566e+02 5.370616e+02 -7.686664e-02 3.283684e+02     Pix  0 67
-7.969994e+01 6.532271e+02 -4.339261e-01 5.317765e+02     Pix  0 68
1.166144e+02 5.593713e+02 -1.453925e-01 3.550503e+02     Pix  0 69
1.314603e+02 5.284314e+02 -1.406044e-01 3.424761e+02     Pix  0 70
1.279382e+01 6.034077e+02 -3.305518e-01 4.406572e+02     Pix  0 71
5.086920e+01 5.876058e+02 -2.736389e-01 4.090921e+02     Pix  0 72
1.738351e+02 4.714802e+02 -6.046400e-02 3.056027e+02     Pix  0 73
-2.266678e+00 6.260492e+02 -3.395213e-01 4.558820e+02     Pix  0 74
1.364554e+02 5.658986e+02 -1.182237e-01 3.430900e+02     Pix  0 75
1.997445e+02 5.091995e+02 3.699703e-02 2.923915e+02     Pix  0 76
-1.320326e+02 6.720194e+02 -4.969646e-01 6.003605e+02     Pix  0 77
1.283422e+02 5.185238e+02 -1.168667e-01 3.456525e+02     Pix  0 78
-4.226800e+01 6.470928e+02 -3.915565e-01 4.915939e+02     Pix  0 79
2.496284e+02 3.962246e+02 2.714018e-01 2.423661e+02     Pix  1  0
2.469519e+02 3.955802e+02 2.850365e-01 2.397654e+02     Pix  1  1
2.551923e+02 4.069688e+02 2.553850e-01 2.428192e+02     Pix  1  2
1.543788e+02 4.361937e+02 1.661415e-02 3.024516e+02     Pix  1  3
2.625672e+02 3.830496e+02 3.336262e-01 2.307097e+02     Pix  1  4
2.316450e+02 3.998743e+02 2.273575e-01 2.482875e+02     Pix  1  5
2.754686e+02 3.823650e+02 3.664100e-01 2.266097e+02     Pix  1  6
2.500903e+02 3.931226e+02 2.914571e-01 2.385080e+02     Pix  1  7
2.355333e+02 4.036843e+02 2.227260e-01 2.507009e+02     Pix  1  8
2.460481e+02 3.825341e+02 2.848437e-01 2.393046e+02     Pix  1  9
2.705965e+02 3.743556e+02 3.466824e-01 2.256661e+02     Pix  1 10
2.456025e+02 3.971805e+02 2.520366e-01 2.415564e+02     Pix  1 11
2.587973e+02 3.767052e+02 3.309812e-01 2.307745e+02     Pix  1 12
