Pulse heights for the following Vcal values:
Low range:  50 100 150 200 250 
High range:  30 50 70 90 200 

   0   0   0  20  55  31 118 191 251 307    Pix  0  0
   0   0   0  23  57  30 118 193 251 305    Pix  0  1
   0   0   0  14  48  23 111 185 244 303    Pix  0  2
   0   0   0  27  60  35 121 195 253 308    Pix  0  3
   0   0   0  21  51  27 116 189 248 305    Pix  0  4
   0   0   0  18  51  25 115 188 248 305    Pix  0  5
   0   0   0  24  53  32 119 191 248 310    Pix  0  6
   0   0   0  27  59  34 121 195 252 306    Pix  0  7
   0   0   0  29  59  35 126 198 255 305    Pix  0  8
   0   0   0  24  55  30 120 192 251 305    Pix  0  9
   0   0   0  15  48  22 113 188 246 302    Pix  0 10
   0   0   0  14  50  24 113 186 245 301    Pix  0 11
   0   0   0  14  47  21 111 185 243 305    Pix  0 12
   0   0   0  13  45  23 107 183 241 303    Pix  0 13
   0   0   0  14  50  25 115 188 247 302    Pix  0 14
   0   0   0  19  51  25 115 188 246 306    Pix  0 15
   0   0   0  15  49  24 115 187 245 301    Pix  0 16
   0   0   0   9  46  20 112 184 242 301    Pix  0 17
   0   0   0  17  52  24 115 189 248 305    Pix  0 18
   0   0   0  10  40  17 104 181 240 302    Pix  0 19
   0   0   0  13  45  21 110 184 241 300    Pix  0 20
   0   0   0  16  50  28 115 189 247 305    Pix  0 21
   0   0   0   5  40  14 101 176 237 303    Pix  0 22
   0   0   0  11  46  22 110 186 244 300    Pix  0 23
   0   0   0  23  54  28 118 191 250 307    Pix  0 24
   0   0   0  21  53  28 118 191 247 304    Pix  0 25
   0   0   0  25  60  37 125 201 254 304    Pix  0 26
   0   0   0  13  49  25 116 187 246 304    Pix  0 27
   0   0   0   9  44  20 108 182 238 302    Pix  0 28
   0   0   0  12  46  20 113 186 242 301    Pix  0 29
   0   0   0   8  42  18 111 182 239 304    Pix  0 30
   0   0   0  18  55  30 121 193 248 304    Pix  0 31
   0   0   0   4  39  14 102 178 237 299    Pix  0 32
   0   0   0  11  49  21 114 185 244 304    Pix  0 33
   0   0   0  11  46  21 109 181 239 301    Pix  0 34
   0   0   0   9  47  17 109 183 241 300    Pix  0 35
   0   0   0  15  50  25 115 190 247 305    Pix  0 36
   0   0   0   7  39  16 104 180 237 302    Pix  0 37
   0   0   0  11  43  22 110 184 243 299    Pix  0 38
   0   0   0  13  45  23 113 184 243 304    Pix  0 39
   0   0   0  21  51  27 117 187 246 301    Pix  0 40
   0   0   0  10  47  20 113 184 241 300    Pix  0 41
   0   0   0  16  49  25 113 185 245 303    Pix  0 42
   0   0   0   8  39  14 104 176 236 301    Pix  0 43
   0   0   0   6  43  13 108 180 238 301    Pix  0 44
   0   0   0  18  52  27 116 190 248 302    Pix  0 45
   0   0   0   2  38  11 101 176 234 298    Pix  0 46
   0   0   0  13  47  21 110 184 241 298    Pix  0 47
   0   0   0  11  48  22 112 185 242 302    Pix  0 48
   0   0   0  14  48  22 111 186 243 301    Pix  0 49
   0   0   0  12  42  20 106 178 237 300    Pix  0 50
   0   0   0  14  46  21 108 181 239 301    Pix  0 51
   0   0   0   7  39  15 102 178 236 298    Pix  0 52
   0   0   0  10  41  19 105 180 238 298    Pix  0 53
   0   0   0  10  46  20 110 183 241 302    Pix  0 54
   0   0   0  16  48  23 113 186 242 301    Pix  0 55
   0   0   0   8  41  17 105 177 234 298    Pix  0 56
   0   0   0   5  40  12 102 175 234 303    Pix  0 57
   0   0   0   9  44  20 109 180 241 301    Pix  0 58
   0   0   0   6  39  11 102 176 236 298    Pix  0 59
   0   0   0  10  44  18 108 180 240 303    Pix  0 60
   0   0   0   5  40  13 103 176 235 301    Pix  0 61
   0   0   0  10  45  19 107 182 240 300    Pix  0 62
   0   0   0   5  38  11 100 175 235 301    Pix  0 63
   0   0   0  10  46  19 109 182 240 300    Pix  0 64
   0   0   0   2  34   9  97 170 230 298    Pix  0 65
   0   0   0  13  48  22 111 183 242 306    Pix  0 66
   0   0   0  12  45  20 109 183 239 302    Pix  0 67
   0   0   0  11  46  23 111 185 242 298    Pix  0 68
